,idaviso,idcaracteristica,count
5692,44823863,1000111,2
5696,48209263,1000114,4
5697,48209263,1000116,4
5698,48209263,1000110,4
5699,48209263,1000111,4
5701,47923941,1000038,2
5702,47923941,1000110,2
5716,43753097,1000118,1
5718,48605751,1000116,2
5720,48605751,1000111,2
5734,48520877,1000078,2
5736,48520877,1000117,2
5738,47789608,1000027,5
5739,46547325,1000102,3
5740,47789608,1000078,5
5741,46547325,1000111,3
5742,47789608,1000100,5
5743,46547325,1000100,3
5744,47789608,1000079,5
5745,47789608,1000085,5
5747,43954981,1000102,5
5749,43954981,1000027,5
5750,43954981,1000100,5
5752,43954981,1000068,5
5754,43954981,1000092,5
5755,47233201,1000038,1
5758,47574424,1000027,1
5759,47301572,1000102,4
5761,47301572,1000027,4
5762,47301572,1000116,4
5763,47301572,1000111,4
5765,47574454,1000027,2
5767,47574454,1000111,2
5772,48082971,1000116,3
5774,48082971,1000110,3
5776,48082971,1000111,3
5785,48463136,1000114,2
5786,48463136,1000027,2
5791,48193383,1000102,4
5793,48193383,1000116,4
5794,48193383,1000110,4
5795,48193383,1000111,4
5797,47947452,1000116,3
5798,47947452,1000110,3
5799,47947452,1000111,3
5810,47574443,1000027,3
5811,47574443,1000110,3
5812,47574443,1000111,3
5820,48405006,1000102,3
5821,48405006,1000116,3
5822,48405006,1000085,3
5824,48252889,1000027,2
5832,48252889,1000118,2
5835,47982359,1000027,1
5841,48193042,1000027,3
5844,48193042,2000142,3
5846,48193042,2000148,3
5851,48200389,1000027,6
5855,48200389,1000101,6
5856,48200389,2000142,6
5858,48200389,2000148,6
5859,48200389,1000118,6
5860,48200389,1000109,6
5870,47574456,1000105,1
5880,48193025,1000027,3
5883,48463633,1000027,1
5884,48193025,2000142,3
5886,48193025,2000148,3
5891,48200673,1000110,3
5894,48605383,1000116,1
5897,48200673,2000142,3
5899,48200673,2000148,3
5907,48638787,1000102,6
5908,48638787,1000038,6
5909,48638787,1000111,6
5910,48638787,1000100,6
5911,48638787,2000142,6
5912,48638787,2000148,6
5917,48636126,1000111,2
5921,48636126,1000106,2
5922,48638791,1000102,7
5924,48638791,1000110,7
5925,48638791,1000111,7
5926,48638791,1000079,7
5927,48638791,1000117,7
5928,48638791,1000118,7
5929,48638791,1000109,7
5934,48638860,2000142,2
5937,48638860,1000118,2
5939,41636357,1000111,1
5942,48047226,1000027,3
5943,48047226,1000111,3
5946,48047226,2000148,3
5947,48638862,1000102,4
5948,48638862,1000027,4
5949,48638862,1000078,4
5950,48638862,1000090,4
5958,48583584,1000116,1
5963,48638856,1000068,2
5964,48638856,1000085,2
5973,48638859,1000117,1
5976,46379679,1000027,2
5982,46379679,1000101,2
5987,48525432,1000111,1
5988,48638799,1000078,4
5989,48638799,1000100,4
5990,48638799,1000079,4
5991,48638799,1000068,4
5992,47674846,1000001,1
5993,48629286,1000102,3
5994,48629286,1000110,3
5995,48629286,1000078,3
5996,48636962,1000102,12
5997,48636962,1000038,12
5998,48636962,1000027,12
5999,48636962,1000105,12
6000,48636962,1000111,12
6001,48636962,1000079,12
6002,48636962,1000101,12
6003,48636962,1000085,12
6004,48636962,1000117,12
6005,48636962,1000106,12
6006,48636962,1000118,12
6007,48636962,1000109,12
6014,47601384,1000102,3
6017,47601384,1000110,3
6018,47601384,1000111,3
6026,46764605,1000027,1
6031,48647820,1000038,2
6034,48647820,1000111,2
6039,48713023,1000102,3
6040,48713023,1000004,3
6041,48713023,1000027,3
6042,48713266,1000114,5
6043,48713266,1000027,5
6044,48713266,1000116,5
6046,48713266,1000078,5
6048,48713266,1000117,5
6051,48150395,1000110,5
6052,48150395,1000111,5
6053,48150395,1000078,5
6057,48150395,1000085,5
6059,48150395,1000106,5
6066,48713222,1000111,1
6069,45178292,1000116,2
6072,45178292,2000148,2
6073,45690354,1000102,7
6074,45690354,1000114,7
6075,45690354,1000116,7
6076,45690354,1000111,7
6077,45690354,1000100,7
6078,45690354,2000148,7
6079,45690354,1000106,7
6083,48670233,1000102,10
6084,48670233,1000114,10
6085,48670233,1000038,10
6086,48670233,1000027,10
6087,48670233,1000110,10
6091,48670233,1000101,10
6092,48670233,1000068,10
6093,48670233,1000117,10
6094,48670233,2000148,10
6095,48670233,1000106,10
6099,47459689,1000110,2
6101,47459689,1000090,2
6102,47083658,1000102,3
6103,47083658,1000116,3
6104,47083658,1000105,3
6112,48279393,1000111,2
6115,48279393,2000142,2
6118,47459680,1000110,2
6120,47459680,1000090,2
6123,47459678,1000110,2
6125,47459678,1000090,2
6126,47459698,1000102,2
6128,47459698,1000110,2
6131,45903502,1000102,2
6133,45903502,1000110,2
6138,47459684,1000102,2
6141,47459684,1000110,2
6145,45903503,1000102,2
6147,45903503,1000110,2
6152,45703115,1000116,1
6154,47086469,1000116,2
6155,47086469,1000111,2
6175,48713269,1000085,1
6176,47086473,1000116,3
6177,47086473,1000111,3
6182,47086473,1000090,3
6188,48713187,1000106,2
6189,48713187,1000118,2
6192,47459692,1000110,1
6195,48366266,1000102,4
6196,48366266,1000110,4
6197,48366266,1000111,4
6198,48366266,1000100,4
6200,47019204,1000111,1
6205,47459682,1000110,2
6207,47459682,1000090,2
6208,47086510,1000116,2
6209,47086510,1000111,2
6218,45903496,1000102,2
6220,45903496,1000110,2
6225,48642142,1000102,6
6226,48642142,1000116,6
6227,48642142,1000100,6
6229,48642142,1000117,6
6231,48642142,1000106,6
6232,48713272,1000110,1
6233,48642142,1000118,6
6236,47734904,1000116,2
6237,47734904,1000111,2
6246,48041934,1000110,2
6248,48041934,2000141,2
6251,47086516,1000111,1
6261,48279445,1000038,1
6272,48680602,1000004,2
6273,48680602,1000116,2
6275,47086483,1000111,1
6283,48713244,1000111,1
6286,48042101,1000102,9
6287,48042101,1000114,9
6288,48042101,1000038,9
6289,48042101,1000110,9
6293,48042101,1000101,9
6294,48042101,1000068,9
6295,48042101,1000117,9
6296,48042101,2000148,9
6297,48042101,1000106,9
6310,48706778,1000027,2
6311,48706778,1000110,2
6312,48353884,1000102,9
6313,48353884,1000114,9
6314,48353884,1000038,9
6315,48353884,1000110,9
6319,48353884,1000101,9
6320,48353884,1000068,9
6321,48353884,1000117,9
6322,48353884,2000148,9
6323,48353884,1000106,9
6327,48712757,1000038,7
6328,48712757,1000027,7
6329,48712757,1000111,7
6330,48712757,1000078,7
6332,48712757,2000141,7
6333,48712757,1000106,7
6334,48712757,1000118,7
6336,48107665,1000111,1
6342,48670928,1000102,10
6343,48670928,1000114,10
6344,48670928,1000038,10
6345,48670928,1000027,10
6346,48670928,1000110,10
6350,48670928,1000101,10
6351,48670928,1000068,10
6352,48169553,1000027,2
6353,48670928,1000117,10
6355,48670928,2000148,10
6356,48169553,2000148,2
6358,48670928,1000106,10
6363,47086507,1000116,1
6374,48670418,1000102,10
6375,48670418,1000114,10
6376,48670418,1000038,10
6377,48670418,1000027,10
6378,48670418,1000110,10
6382,48670418,1000101,10
6383,48670418,1000068,10
6384,48670418,1000117,10
6385,48670418,2000148,10
6386,48670418,1000106,10
6389,48042018,1000102,10
6390,48042018,1000114,10
6391,48042018,1000038,10
6392,48042018,1000110,10
6393,48042018,1000111,10
6397,48042018,1000100,10
6398,41354112,1000038,4
6400,41354112,1000116,4
6401,48042018,1000101,10
6402,41354112,1000110,4
6404,41354112,1000111,4
6405,48042018,1000117,10
6407,48042018,2000148,10
6408,48042018,1000106,10
6411,48670938,1000102,10
6412,48670938,1000114,10
6413,48670938,1000038,10
6414,48670938,1000027,10
6415,48670938,1000110,10
6419,48670938,1000101,10
6420,48670938,1000068,10
6421,48670938,1000117,10
6422,48670938,2000148,10
6423,48670938,1000106,10
6426,48642139,1000102,10
6427,48642139,1000114,10
6428,48642139,1000038,10
6429,48642139,1000116,10
6430,48642139,1000110,10
6431,48642139,1000078,10
6432,48642139,1000100,10
6433,48642139,1000101,10
6434,48642139,1000106,10
6435,48642139,1000118,10
6436,48642146,1000102,2
6438,48642146,1000111,2
6441,47086512,1000111,1
6447,42624370,1000111,1
6454,48642148,1000111,1
6456,48041950,1000110,2
6458,48041950,2000141,2
6460,48713316,1000102,7
6461,48713316,1000027,7
6467,48713316,1000068,7
6468,48713316,1000090,7
6470,48713316,1000106,7
6471,48713316,1000092,7
6472,48713316,1000109,7
6477,48652277,1000109,1
6478,48041926,1000110,2
6480,48041926,2000141,2
6482,48476664,1000102,4
6483,48476664,1000027,4
6484,48476664,1000111,4
6485,48476664,1000100,4
6487,47804130,1000027,4
6491,47804130,1000101,4
6492,47804130,1000117,4
6493,47804130,1000106,4
6494,48713255,1000102,4
6495,48713255,1000111,4
6496,48713255,1000100,4
6497,48713255,2000141,4
6499,44862902,1000027,6
6500,44862902,1000110,6
6501,44862902,1000111,6
6504,44862902,2000142,6
6505,44862902,1000090,6
6506,44862902,1000106,6
6512,48713320,1000116,3
6514,48713320,1000111,3
6517,48713320,1000079,3
6519,48713289,1000102,9
6520,48713289,1000114,9
6521,48713289,1000038,9
6522,48713289,1000110,9
6526,48713289,1000101,9
6527,48713289,1000068,9
6528,48713289,1000117,9
6529,48713289,2000148,9
6530,48713289,1000106,9
6533,48705955,1000102,4
6534,48705955,1000110,4
6535,48705955,1000078,4
6536,48041909,1000110,2
6537,48712220,1000068,1
6539,48041909,2000141,2
6541,48041930,1000110,2
6543,48041930,2000141,2
6547,48712791,1000027,1
6548,48505466,1000102,9
6549,48505466,1000027,9
6550,48505466,1000110,9
6551,48505466,1000111,9
6553,48505466,1000079,9
6554,48505466,1000117,9
6555,48505466,1000106,9
6556,48505466,1000118,9
6557,48505466,1000109,9
6558,48602767,1000102,3
6559,48602767,1000105,3
6560,48602767,1000111,3
6562,48034617,1000102,2
6563,48034617,1000114,2
6564,48704765,1000102,4
6565,48704765,1000038,4
6566,48704765,1000100,4
6567,48704765,2000141,4
6568,46988016,1000102,3
6569,46988016,1000116,3
6570,46988016,1000111,3
6573,48713262,1000102,2
6577,48713262,1000111,2
6580,48347019,1000079,1
6582,48642141,1000102,4
6583,48642141,1000078,4
6584,48642141,1000118,4
6585,48642141,1000109,4
6594,48041913,1000110,2
6596,48041913,2000141,2
6603,48710753,1000068,1
6606,46744912,1000116,3
6610,48670442,1000102,2
6613,46744912,1000117,3
6614,48670442,1000111,2
6617,46744912,1000118,3
6619,48712852,1000102,4
6620,48712852,1000114,4
6621,48712852,1000110,4
6622,48712852,1000111,4
6625,48713310,1000116,1
6637,48706061,2000148,1
6638,48041925,1000110,2
6640,48041925,2000141,2
6645,46767416,1000116,4
6650,48041946,1000110,4
6652,48041946,1000079,4
6653,46767416,2000148,4
6654,48041946,2000141,4
6655,46767416,1000106,4
6656,48041946,1000090,4
6658,46767416,1000109,4
6662,47264912,1000111,2
6667,47264912,2000148,2
6672,46767436,1000116,4
6679,46767436,2000148,4
6680,46767436,1000106,4
6682,46767436,1000109,4
6684,48713318,1000102,3
6685,48713318,1000027,3
6686,48713318,1000111,3
6688,48024136,1000116,4
6689,48024136,1000078,4
6691,48024136,1000085,4
6692,48024136,1000106,4
6695,47383030,1000111,2
6699,47383030,2000148,2
6704,48713301,1000116,3
6706,48713301,2000142,3
6708,48713301,2000148,3
6709,47849692,1000102,2
6711,47849692,1000111,2
6714,45681190,1000102,2
6715,45681190,1000111,2
6718,46813316,1000004,5
6719,46813316,1000027,5
6720,46813316,1000105,5
6721,46813316,1000099,5
6725,46813316,1000092,5
6729,46767412,1000116,3
6736,46767412,2000148,3
6739,46767412,1000109,3
6741,47386392,1000116,1
6745,48353966,1000102,9
6747,48353966,1000114,9
6749,48353966,1000038,9
6751,48353966,1000110,9
6754,48477764,1000085,1
6758,48353966,1000101,9
6759,48353966,1000068,9
6760,48353966,1000117,9
6761,48353966,2000148,9
6762,48353966,1000106,9
6777,47931197,1000102,3
6778,47931197,1000114,3
6779,47931197,1000111,3
6781,47596316,1000102,1
6783,46467340,1000111,1
6785,48695819,1000114,3
6786,48695819,1000111,3
6787,48695819,1000100,3
6789,48711952,1000111,3
6790,48711952,1000100,3
6791,48711952,2000148,3
6793,43504235,1000027,1
6795,48168527,1000102,4
6796,48168527,1000111,4
6798,48168527,2000141,4
6799,48168527,1000117,4
6800,45254586,1000102,8
6801,45254586,1000004,8
6802,45254586,1000027,8
6803,45254586,1000110,8
6804,45254586,1000100,8
6805,45254586,1000079,8
6806,45254586,1000090,8
6807,45254586,1000092,8
6810,46480862,2000148,2
6811,44088913,1000111,1
6812,46480862,1000109,2
6830,48114472,1000116,3
6835,48114472,2000148,3
6836,48114472,1000106,3
6842,47557965,1000027,4
6844,47557965,1000068,4
6846,47557965,2000148,4
6848,47557965,1000092,4
6849,48500444,1000106,1
6851,48527748,1000110,1
6855,47403656,1000116,4
6856,47403656,1000111,4
6858,47403656,1000101,4
6860,47403656,2000148,4
6863,48370640,1000102,3
6865,48370640,1000027,3
6866,48370640,1000111,3
6869,48713334,1000027,4
6870,48713334,1000116,4
6872,48713334,1000090,4
6873,48713334,2000148,4
6876,48114474,1000116,5
6877,48114474,1000111,5
6883,48114474,2000148,5
6884,48114474,1000106,5
6886,48114474,1000109,5
6895,47493124,2000142,1
6907,48713341,1000110,6
6908,47986388,1000111,3
6909,48713341,1000111,6
6913,47986388,1000068,3
6914,48713341,1000079,6
6916,48713341,1000090,6
6917,47986388,1000117,3
6918,48713341,2000148,6
6920,48713341,1000092,6
6922,48696441,1000102,3
6923,48696441,1000027,3
6924,48696441,1000111,3
6929,46298306,1000111,1
6932,45898349,1000027,3
6933,45898349,1000110,3
6934,45898349,1000111,3
6936,48065267,1000068,2
6937,48065267,2000142,2
6940,45383370,1000027,5
6941,45383370,1000116,5
6945,45383370,1000100,5
6947,45383370,1000085,5
6952,45383370,1000109,5
6957,46767433,1000116,2
6962,46767433,2000148,2
6966,47567621,2000148,1
6970,48713339,1000111,1
6972,47386390,1000102,2
6973,47386390,1000116,2
6976,48713322,1000102,15
6977,48713322,1000114,15
6978,48713322,1000038,15
6979,48713322,1000027,15
6980,48713322,1000105,15
6981,48713322,1000111,15
6982,48713322,1000078,15
6983,48713322,1000100,15
6984,48713322,1000079,15
6985,48713322,1000068,15
6986,48713322,1000117,15
6988,48713322,1000106,15
6989,48713322,1000118,15
6990,47567622,1000068,3
6991,48713322,1000109,15
6992,47567622,2000148,3
6993,48713322,1000090,15
6994,47567622,1000092,3
6995,47854304,1000102,7
6996,47854304,1000027,7
6998,47854304,1000111,7
7000,47854304,1000100,7
7001,47854304,1000068,7
7002,47854304,1000085,7
7003,47854304,2000141,7
7005,47661357,1000116,1
7006,47661358,1000116,1
7008,48713348,1000027,1
7009,47300265,1000102,4
7012,47300265,1000110,4
7013,47300265,1000111,4
7015,47300265,1000101,4
7021,48288378,1000116,1
7026,48713355,1000079,2
7028,48713355,1000106,2
7029,48713353,1000102,10
7030,48713353,1000114,10
7031,48713353,1000038,10
7032,48713353,1000027,10
7033,48713353,1000110,10
7037,48713353,1000101,10
7038,48713353,1000068,10
7039,48713353,1000117,10
7040,48713353,2000148,10
7041,48713353,1000106,10
7045,43007806,1000114,2
7050,43007806,1000085,2
7051,45383028,1000102,8
7052,45383028,1000038,8
7054,45383028,1000110,8
7055,45383028,1000111,8
7056,45383028,1000079,8
7057,45383028,1000090,8
7058,45383028,1000117,8
7059,45383028,1000118,8
7060,47206029,1000102,6
7061,47206029,1000116,6
7062,47206029,1000111,6
7063,47206029,1000100,6
7064,47206029,2000148,6
7065,47206029,1000092,6
7066,47436703,1000102,6
7067,47436703,1000116,6
7068,47436703,1000110,6
7069,47436703,1000111,6
7070,47436703,1000085,6
7071,47436703,1000109,6
7073,48712650,1000038,6
7075,48712650,1000111,6
7076,48712650,1000078,6
7080,48712650,1000090,6
7082,48712650,1000092,6
7083,48712650,1000109,6
7086,47506290,1000111,2
7087,47506290,1000078,2
7091,47206032,1000102,6
7092,47206032,1000116,6
7093,47206032,1000111,6
7094,47206032,1000100,6
7095,47206032,2000148,6
7096,47206032,1000092,6
7099,48447858,2000148,1
7100,47206035,1000102,6
7101,47206035,1000116,6
7102,47206035,1000111,6
7103,47206035,1000100,6
7104,47206035,2000148,6
7105,47206035,1000092,6
7106,44800559,1000111,1
7107,48236616,1000102,5
7108,48236616,1000105,5
7109,48236616,1000110,5
7110,48236616,1000111,5
7112,48236616,1000118,5
7115,44127618,1000111,1
7120,48635243,1000102,4
7121,48635243,1000038,4
7122,48635243,1000111,4
7125,48635243,2000142,4
7129,48647039,1000110,4
7130,48647039,1000078,4
7133,48647039,2000142,4
7135,48647039,1000106,4
7137,47291374,1000105,1
7139,47206030,1000102,6
7140,47206030,1000116,6
7141,47206030,1000111,6
7142,47206030,1000100,6
7143,47206030,2000148,6
7144,47206030,1000092,6
7145,48426264,1000102,9
7146,48426264,1000038,9
7147,48426264,1000116,9
7148,48426264,1000110,9
7149,48426264,1000111,9
7151,48426264,1000101,9
7152,48426264,1000068,9
7153,48426264,1000117,9
7154,48426264,1000106,9
7155,48713364,1000102,9
7156,48713364,1000114,9
7157,48713364,1000038,9
7158,48713364,1000110,9
7162,48713364,1000101,9
7163,48713364,1000068,9
7164,48713364,1000117,9
7165,48713364,2000148,9
7166,48713364,1000106,9
7171,43095742,1000102,1
7172,47206044,1000102,6
7173,47206044,1000116,6
7174,47206044,1000111,6
7175,47206044,1000100,6
7176,47206044,2000148,6
7177,47206044,1000092,6
7178,47206079,1000102,6
7179,47206079,1000116,6
7180,47206079,1000111,6
7181,47206079,1000100,6
7182,47206079,2000148,6
7183,47206079,1000092,6
7185,48600148,1000111,3
7186,48600148,1000100,3
7188,48600148,1000085,3
7197,48555086,1000116,6
7198,48555086,1000110,6
7199,48555086,1000111,6
7200,48555086,1000078,6
7201,48555086,1000100,6
7202,48555086,1000090,6
7206,48713359,1000110,4
7207,48713359,1000078,4
7210,48713359,2000142,4
7212,48713359,1000106,4
7213,47580730,1000102,4
7214,47580730,1000038,4
7215,47580730,1000116,4
7216,47580730,1000111,4
7228,48606751,1000079,3
7229,48606751,1000090,3
7230,48606751,1000092,3
7233,48599104,1000078,3
7235,48599104,1000106,3
7236,48599104,1000092,3
7237,48713347,1000102,11
7238,48713347,1000114,11
7239,48713347,1000116,11
7240,48713347,1000099,11
7241,48713347,1000110,11
7242,48713347,1000111,11
7243,48713347,1000078,11
7244,48713347,1000079,11
7245,48713347,1000085,11
7246,48713347,1000106,11
7247,48713347,1000109,11
7256,48692018,1000116,6
7257,48692018,1000110,6
7258,48692018,1000111,6
7259,48692018,1000078,6
7260,48692018,1000100,6
7261,48692018,1000090,6
7268,46467330,1000111,1
7270,44051490,1000102,1
7271,47206055,1000102,6
7272,47206055,1000116,6
7273,47206055,1000111,6
7274,47206055,1000100,6
7275,47206055,2000148,6
7276,47206055,1000092,6
7278,48109431,1000105,1
7280,48056702,1000116,3
7281,48056702,1000106,3
7282,48056702,1000118,3
7284,48478117,1000038,1
7285,48684565,1000114,2
7286,48684565,1000100,2
7289,46467329,1000111,1
7290,45597678,1000102,2
7291,45597678,1000116,2
7294,48713370,1000027,2
7296,48713370,1000109,2
7297,45422414,1000102,4
7298,45422414,1000027,4
7299,45422414,1000110,4
7300,45422414,1000111,4
7303,48613840,1000038,4
7306,48613840,1000111,4
7309,48613840,1000079,4
7311,48613840,1000118,4
7312,48624807,1000092,2
7313,48624807,1000109,2
7315,48712692,1000038,11
7316,48712692,1000116,11
7317,48712692,1000110,11
7318,48712692,1000111,11
7319,48712692,1000078,11
7320,48712692,1000100,11
7321,48712692,1000079,11
7322,48712692,1000068,11
7324,48712692,2000148,11
7325,48712692,1000106,11
7326,48712692,1000118,11
7327,48713388,1000102,8
7328,48713388,1000116,8
7329,48713388,1000110,8
7330,48713388,1000111,8
7331,48713388,1000078,8
7332,48713388,1000117,8
7333,48713388,1000106,8
7334,48713388,1000109,8
7335,47805447,1000102,4
7336,47805447,1000004,4
7338,47805447,1000116,4
7342,47805447,1000118,4
7343,45111746,1000102,5
7344,45111746,1000004,5
7345,45111746,1000038,5
7346,45111746,1000116,5
7347,45111746,1000110,5
7355,48713390,2000142,1
7357,47751012,1000027,4
7358,47751012,1000116,4
7359,47751012,1000078,4
7363,47751012,1000109,4
7364,45881012,2000148,1
7367,48422692,1000111,1
7372,48040345,1000116,7
7373,48040345,1000110,7
7374,48040345,1000100,7
7376,48040345,1000101,7
7379,48040345,2000148,7
7380,48040345,1000106,7
7381,48040345,1000109,7
7382,48608040,1000100,1
7385,43412846,1000078,2
7386,43412846,1000079,2
7388,48349437,1000116,9
7389,48349437,1000110,9
7390,48349437,1000111,9
7391,48349437,1000100,9
7393,48349437,1000101,9
7396,48349437,1000117,9
7397,48349437,2000148,9
7398,48349437,1000106,9
7399,48349437,1000109,9
7400,48055781,1000116,8
7401,48055781,1000110,8
7402,48055781,1000100,8
7404,48055781,1000101,8
7407,48055781,1000117,8
7408,48055781,2000148,8
7409,48055781,1000106,8
7410,48055781,1000109,8
7424,48055782,1000116,5
7426,48055782,1000111,5
7429,48055782,1000101,5
7432,48055782,2000148,5
7434,48055782,1000109,5
7436,48209221,2000148,1
7437,44027152,1000102,1
7438,48686453,1000102,2
7439,48686453,1000110,2
7442,48040359,1000116,8
7443,48040359,1000110,8
7444,48040359,1000100,8
7446,48040359,1000101,8
7449,48040359,1000117,8
7450,48040359,2000148,8
7451,48040359,1000106,8
7452,48040359,1000109,8
7454,48040347,1000116,9
7455,48040347,1000110,9
7456,48040347,1000111,9
7457,48040347,1000100,9
7459,48040347,1000101,9
7462,48040347,1000117,9
7463,48040347,2000148,9
7464,48040347,1000118,9
7465,48040347,1000109,9
7466,47524132,1000102,8
7467,47524132,1000116,8
7468,47524132,1000111,8
7471,47524132,1000068,8
7473,47524132,1000117,8
7474,47524132,2000148,8
7475,47524132,1000106,8
7476,47524132,1000118,8
7477,48373716,1000102,2
7478,48373716,1000111,2
7481,48490407,1000027,5
7486,48490407,1000078,5
7487,48490407,1000100,5
7490,48578859,1000102,11
7491,48490407,1000106,5
7492,48578859,1000116,11
7493,48490407,1000118,5
7494,48578859,1000110,11
7496,48578859,1000111,11
7498,48578859,1000100,11
7499,48578859,1000079,11
7500,48578859,1000068,11
7501,48578859,1000090,11
7502,48578859,1000106,11
7503,48578859,1000118,11
7504,48578859,1000109,11
7505,48353967,1000102,9
7506,48353967,1000114,9
7507,48353967,1000038,9
7508,48353967,1000110,9
7512,48353967,1000101,9
7513,48353967,1000068,9
7514,48353967,1000117,9
7515,48353967,2000148,9
7516,48353967,1000106,9
7519,48712731,1000102,4
7520,48712731,1000105,4
7521,48712731,1000111,4
7523,48712731,1000106,4
7524,48040329,1000116,7
7525,48040329,1000110,7
7526,45668550,1000038,1
7527,48040329,1000100,7
7531,48040329,1000101,7
7536,48040329,1000117,7
7537,48040329,2000148,7
7538,48040329,1000109,7
7543,48713405,1000111,2
7547,48713405,2000141,2
7556,45726709,1000111,2
7560,45726709,2000141,2
7565,47206020,1000102,6
7566,47206020,1000116,6
7567,47206020,1000111,6
7568,47206020,1000100,6
7569,47206020,2000148,6
7570,47206020,1000092,6
7571,48040350,1000116,7
7572,48040350,1000110,7
7573,48040350,1000100,7
7575,48040350,1000101,7
7578,48040350,1000117,7
7579,48040350,2000148,7
7580,48040350,1000109,7
7581,48713406,1000102,9
7582,48713406,1000114,9
7583,48713406,1000038,9
7584,48713406,1000110,9
7588,48713406,1000101,9
7589,48713406,1000068,9
7590,48713406,1000117,9
7591,48713406,2000148,9
7592,48713406,1000106,9
7601,48602786,1000027,1
7605,48703707,1000110,6
7606,48703707,1000111,6
7607,48703707,1000100,6
7609,48703707,2000142,6
7610,48703707,1000117,6
7611,48703707,2000148,6
7612,47444377,1000114,3
7613,47444377,1000038,3
7614,47444377,2000148,3
7618,46387456,2000148,2
7619,46387456,1000109,2
7620,48490777,1000102,5
7621,48490777,1000027,5
7622,48490777,1000110,5
7623,48490777,1000111,5
7624,48490777,1000100,5
7630,47533681,1000078,9
7633,47533681,1000101,9
7635,47533681,2000142,9
7637,47533681,2000148,9
7638,47533681,1000106,9
7639,47533681,1000118,9
7640,47533681,1000109,9
7641,47533681,1000090,9
7642,47029491,1000102,3
7643,47533681,1000092,9
7644,47029491,1000110,3
7645,47029491,1000111,3
7648,48713394,1000100,2
7649,48713394,1000101,2
7650,48636788,1000102,5
7651,48636788,1000114,5
7652,48636788,1000110,5
7653,48636788,1000111,5
7654,48636788,1000100,5
7655,48713432,1000102,3
7656,48713432,1000027,3
7657,48713432,1000111,3
7658,48712727,1000102,6
7659,48712727,1000027,6
7660,48712727,1000105,6
7661,48712727,1000110,6
7662,48712727,1000111,6
7664,48712727,1000106,6
7665,48691423,1000102,4
7666,48691423,1000114,4
7667,48691423,1000110,4
7668,48691423,1000111,4
7669,48529526,1000102,2
7670,48529526,1000111,2
7674,48040328,1000116,7
7675,48040328,1000110,7
7676,48040328,1000100,7
7678,48040328,1000101,7
7681,48040328,2000148,7
7682,48040328,1000106,7
7683,48040328,1000109,7
7687,47080880,1000111,2
7690,47080880,1000109,2
7691,48353888,1000102,9
7692,48353888,1000114,9
7693,48353888,1000038,9
7694,48353888,1000110,9
7698,48353888,1000101,9
7699,48353888,1000068,9
7700,48353888,1000117,9
7701,48353888,2000148,9
7702,48353888,1000106,9
7705,48713409,1000027,1
7707,48040332,1000116,9
7708,48040332,1000110,9
7709,48040332,1000111,9
7710,48040332,1000100,9
7712,48040332,1000101,9
7715,48040332,1000117,9
7716,48040332,2000148,9
7717,48040332,1000118,9
7718,48040332,1000109,9
7722,46602902,1000111,3
7723,46602902,2000141,3
7724,46602902,1000106,3
7725,48713415,1000102,7
7726,48713415,1000038,7
7727,48713415,1000111,7
7728,48713415,1000079,7
7729,48713415,1000117,7
7730,48713415,1000106,7
7731,48713415,1000109,7
7732,48522891,1000102,2
7733,48353895,1000102,9
7734,48522891,1000111,2
7735,48353895,1000114,9
7737,48353895,1000038,9
7740,48353895,1000110,9
7743,48713427,1000027,1
7749,48353895,1000101,9
7750,48353895,1000068,9
7751,48353895,1000117,9
7752,48353895,2000148,9
7753,48353895,1000106,9
7759,48713441,1000111,1
7761,45951284,1000027,4
7762,45951284,1000110,4
7763,45951284,1000111,4
7764,45951284,1000100,4
7766,46719511,1000111,3
7769,46719511,1000106,3
7770,46719511,1000118,3
7772,44598670,1000027,1
7774,47215868,1000027,1
7777,48269820,1000111,3
7778,48269820,1000078,3
7780,48269820,1000106,3
7781,47047605,1000102,5
7783,47047605,1000027,5
7784,47047605,1000116,5
7785,47047605,1000110,5
7786,47047605,1000111,5
7791,47388762,1000027,2
7792,47388762,1000116,2
7796,48697808,1000116,2
7797,48697808,1000111,2
7802,47298821,1000102,11
7803,47298821,1000038,11
7804,47298821,1000116,11
7805,47298821,1000110,11
7806,47298821,1000111,11
7807,47298821,1000078,11
7808,47298821,1000079,11
7809,47298821,1000101,11
7810,47298821,1000117,11
7811,47298821,1000106,11
7812,47298821,1000118,11
7814,47280730,1000038,2
7815,47280730,2000148,2
7816,48353894,1000102,9
7817,48353894,1000114,9
7818,48353894,1000038,9
7819,48353894,1000110,9
7823,48353894,1000101,9
7824,48353894,1000068,9
7825,48353894,1000117,9
7826,48353894,2000148,9
7827,48353894,1000106,9
7831,48713452,1000111,1
7837,43930109,1000038,1
7850,48713453,1000027,2
7851,48713453,1000111,2
7855,45346088,1000027,3
7856,45346088,1000111,3
7857,45346088,2000148,3
7860,48426011,1000111,2
7862,48426011,1000106,2
7865,47498563,1000038,1
7872,48713412,1000102,2
7873,48713412,1000115,2
7878,48668604,1000102,5
7879,48668604,1000027,5
7880,48668604,1000111,5
7882,48668604,2000148,5
7883,48668604,1000092,5
7885,47388699,1000027,4
7886,47388699,1000110,4
7889,47388699,1000068,4
7890,47388699,1000090,4
7891,48299446,1000102,1
