,idaviso,idcaracteristica,count
29556,48713493,1000111,8
29558,48669629,1000111,2
29559,48713493,1000078,8
29560,48669629,2000148,2
29561,48713493,1000079,8
29562,48713493,1000117,8
29563,48713493,1000106,8
29564,48713493,1000118,8
29565,48713493,1000109,8
29567,48713141,1000116,1
29570,47779432,1000114,5
29572,47779432,1000116,5
29576,47779432,1000079,5
29578,47779432,2000148,5
29579,47779432,1000106,5
29582,48616341,1000102,4
29583,47869558,1000116,3
29584,48616341,1000111,4
29585,46717630,1000102,5
29587,48616341,1000079,4
29588,46717630,1000116,5
29589,47459691,1000102,2
29591,48616341,1000118,4
29592,46717630,1000078,5
29595,46717630,2000142,5
29596,47459691,1000110,2
29598,46717630,1000092,5
29606,47869558,2000148,3
29608,47869558,1000109,3
29610,48713238,1000106,1
29613,48463741,1000111,5
29615,48463741,1000100,5
29618,48463741,1000090,5
29620,48463741,2000148,5
29621,48463741,1000106,5
29623,46798512,1000116,2
29624,46798512,1000110,2
29630,48687673,1000111,2
29631,48687673,1000100,2
29632,46969425,1000102,10
29633,47665813,1000116,2
29634,46969425,1000038,10
29635,47665813,1000110,2
29636,46969425,1000116,10
29638,46969425,1000110,10
29640,46969425,1000111,10
29641,46969425,1000079,10
29643,46969425,1000068,10
29645,46969425,2000141,10
29646,46969425,1000117,10
29647,46969425,1000106,10
29649,48397006,1000114,8
29650,48397006,1000116,8
29651,48397006,1000111,8
29654,48397006,1000101,8
29655,48397006,1000117,8
29656,48397006,2000148,8
29657,48397006,1000106,8
29658,48397006,1000118,8
29661,47281580,1000027,5
29665,45800547,1000102,2
29667,45800547,1000116,2
29668,47281580,2000142,5
29670,47281580,2000148,5
29671,47281580,1000106,5
29672,47281580,1000092,5
29674,48626477,1000114,2
29677,48626477,1000111,2
29682,48713472,1000102,9
29683,48713472,1000114,9
29684,48713472,1000038,9
29685,48713472,1000110,9
29689,48713472,1000101,9
29690,48713472,1000068,9
29691,48713472,1000117,9
29692,48713472,2000148,9
29693,48713472,1000106,9
29696,44834734,1000102,4
29697,44834734,1000114,4
29698,44834734,1000110,4
29699,44834734,1000111,4
29700,48221019,1000102,1
29702,47078110,1000038,4
29703,47078110,1000027,4
29704,47078110,1000105,4
29709,47078110,1000106,4
29711,48475054,1000102,6
29713,48475054,1000038,6
29714,48475054,1000110,6
29715,48475054,1000100,6
29716,48475054,1000079,6
29717,48475054,2000148,6
29719,47798920,1000027,2
29724,47798920,1000100,2
29730,43913343,1000027,2
29731,43913343,1000111,2
29732,47896181,1000102,5
29733,47896181,1000116,5
29734,47896181,1000111,5
29735,47896181,1000101,5
29737,47896181,1000117,5
29739,48497536,1000027,5
29740,48497536,1000111,5
29741,48497536,1000100,5
29742,48497536,1000101,5
29743,48358088,1000102,5
29744,48497536,2000148,5
29745,48358088,1000111,5
29746,48358088,1000100,5
29748,48358088,1000117,5
29750,48358088,1000106,5
29752,46791104,1000027,2
29755,46791104,1000001,2
29756,48358115,1000102,2
29757,48358115,1000100,2
29762,48344696,2000141,2
29763,48344696,2000148,2
29764,48354167,1000102,9
29765,48354167,1000114,9
29766,48354167,1000038,9
29767,48354167,1000110,9
29771,48354167,1000101,9
29772,48354167,1000068,9
29773,48354167,1000117,9
29774,48354167,2000148,9
29775,48358103,1000102,2
29776,48354167,1000106,9
29778,48358103,1000100,2
29780,48358119,1000102,2
29781,48358119,1000100,2
29782,47779429,1000102,6
29783,47779429,1000114,6
29784,47779429,1000116,6
29787,47779429,1000079,6
29789,47779429,2000148,6
29790,47779429,1000106,6
29791,48184389,1000102,6
29793,48184389,1000105,6
29794,48612104,1000027,2
29795,48184389,1000111,6
29796,48612104,2000141,2
29797,48184389,1000117,6
29798,48184389,1000106,6
29799,48184389,1000118,6
29800,48358104,1000102,2
29801,48358104,1000100,2
29802,48358130,1000100,2
29803,48358130,1000106,2
29805,48713510,1000027,4
29806,48713510,1000116,4
29807,48713510,1000111,4
29808,48392939,1000079,2
29810,48392939,1000109,2
29812,48713510,1000002,4
29821,48670929,1000102,10
29822,48670929,1000114,10
29823,48670929,1000038,10
29824,48670929,1000027,10
29825,48670929,1000110,10
29829,48670929,1000101,10
29830,48670929,1000068,10
29831,48670929,1000117,10
29832,47847828,1000102,8
29833,48670929,2000148,10
29834,47847828,1000038,8
29835,48670929,1000106,10
29836,47847828,1000027,8
29838,47847828,1000116,8
29840,48246004,1000102,5
29841,47847828,1000110,8
29843,47847828,1000111,8
29844,48246004,1000027,5
29846,48246004,1000110,5
29847,47847828,1000106,8
29848,48246004,1000068,5
29849,47847828,1000118,8
29850,48246004,1000117,5
29851,48358134,1000106,1
29852,48358205,1000100,3
29853,48358205,1000117,3
29854,48358205,1000106,3
29856,47779430,1000114,5
29857,47779430,1000116,5
29860,47779430,1000079,5
29862,47779430,2000148,5
29863,47779430,1000106,5
29864,48713476,1000102,4
29865,48713476,1000110,4
29866,47386380,1000102,4
29867,48713476,1000111,4
29868,47386380,1000111,4
29872,47386380,1000100,4
29873,48713476,1000068,4
29874,47386380,1000106,4
29876,47428454,1000102,4
29878,47428454,1000027,4
29879,47428454,1000116,4
29880,47428454,1000111,4
29883,48358154,1000100,2
29884,48358154,1000106,2
29892,48712543,2000142,2
29893,48712543,2000141,2
29895,48358166,1000102,2
29896,48358166,1000100,2
29897,48358280,1000110,4
29898,48358280,1000111,4
29899,48358280,1000106,4
29900,48358280,1000118,4
29904,48713298,1000099,4
29907,47410836,1000109,1
29909,48713298,1000100,4
29912,48713298,1000106,4
29913,48713298,1000118,4
29917,48529233,1000027,4
29918,48529233,1000116,4
29923,48529233,1000101,4
29925,48529233,1000106,4
29926,48358184,1000111,3
29927,47924106,1000102,6
29928,48358184,1000100,3
29929,47924106,1000114,6
29930,48358184,1000106,3
29931,47924106,1000116,6
29934,47924106,1000079,6
29936,47924106,2000148,6
29937,47924106,1000106,6
29941,48114851,1000101,1
29944,47206012,1000102,6
29945,47206012,1000116,6
29946,47206012,1000111,6
29947,47206012,1000100,6
29948,47206012,2000148,6
29949,47206012,1000092,6
29950,47808442,1000102,3
29951,47808442,1000111,3
29952,47808442,1000100,3
29953,48358217,1000102,1
29955,48212978,1000102,2
29957,48212978,1000110,2
29959,47855249,1000102,3
29961,47855249,1000111,3
29967,47855249,1000085,3
29970,46349006,1000102,8
29971,46349006,1000027,8
29972,46349006,1000116,8
29973,46349006,1000110,8
29974,46349006,1000111,8
29975,46349006,1000078,8
29976,46349006,1000079,8
29977,46349006,1000106,8
29979,45938151,1000102,3
29981,48497534,1000114,5
29982,45938151,1000099,3
29983,48493633,1000114,5
29984,48497534,1000027,5
29985,45938151,1000111,3
29986,48493633,1000027,5
29987,48497534,1000111,5
29990,48493633,1000111,5
29994,45886707,1000111,2
29995,48497534,1000101,5
29996,48493633,1000101,5
29997,48497534,2000148,5
29999,48493633,2000148,5
30000,45886707,2000148,2
30001,48358228,1000102,5
30002,48358228,1000110,5
30003,48358228,1000100,5
30004,48358228,1000117,5
30005,48358228,1000106,5
30017,45938179,1000102,6
30018,45938179,1000116,6
30019,45938179,1000110,6
30020,45938179,1000111,6
30022,45938179,1000068,6
30023,45938179,1000106,6
30025,48493655,1000114,5
30026,48493655,1000027,5
30027,48493655,1000111,5
30028,47605589,1000102,1
30030,48493655,1000101,5
30031,48493655,2000148,5
30032,47146123,1000102,3
30033,48358256,1000111,3
30034,47146123,1000116,3
30035,48358256,1000106,3
30036,47146123,1000111,3
30037,48358256,1000118,3
30042,48443637,1000102,4
30043,48443637,1000027,4
30044,48443637,1000111,4
30045,48443637,1000100,4
30046,45938384,1000102,4
30047,45938384,1000038,4
30048,45938384,1000111,4
30050,45938384,1000109,4
30053,48713503,1000111,1
30054,45937393,1000038,3
30056,45937393,2000141,3
30057,45937393,1000106,3
30058,48678194,1000100,2
30059,48678194,1000106,2
30060,47206054,1000102,6
30061,45938487,1000102,7
30062,47206054,1000116,6
30063,45938487,1000116,7
30064,47206054,1000111,6
30065,45938487,1000105,7
30066,47206054,1000100,6
30067,45938487,1000110,7
30068,47206054,2000148,6
30069,45938487,1000111,7
30070,47206054,1000092,6
30071,45938487,1000117,7
30072,45938487,1000106,7
30074,45938501,1000102,4
30075,46639206,1000027,3
30076,45938501,1000111,4
30078,45938501,1000117,4
30080,46639206,1000111,3
30081,45938501,1000106,4
30088,48131994,1000106,1
30089,46639206,1000090,3
30094,47808529,1000027,3
30098,47808529,1000111,3
30100,47808529,1000078,3
30103,44834823,1000027,3
30104,44834823,1000111,3
30105,44576320,1000102,2
30107,44576320,1000111,2
30108,44834823,1000092,3
30110,47608784,1000110,2
30111,47408096,1000102,4
30113,47608784,1000117,2
30114,47408096,1000099,4
30115,47408096,1000110,4
30116,47408096,1000111,4
30123,48713545,1000111,2
30129,48713545,1000117,2
30133,48493611,1000114,5
30135,48493611,1000027,5
30136,48493611,1000111,5
30138,48493611,1000101,5
30139,48661770,1000102,6
30140,48493611,2000148,5
30141,48661770,1000027,6
30142,48661770,1000116,6
30143,48661770,1000110,6
30144,48661770,1000111,6
30146,48661770,1000100,6
30150,48682916,1000079,1
30156,48713860,1000117,1
30158,47188451,1000038,2
30159,47188451,1000111,2
30163,48176886,1000111,1
30171,46700676,1000116,5
30173,48477996,1000100,1
30175,48114738,1000101,1
30177,46700676,1000090,5
30179,46700676,2000148,5
30180,46700676,1000118,5
30181,46700676,1000109,5
30184,48619103,1000116,1
30192,48141949,1000038,1
30198,45653444,1000102,5
30199,45653444,1000027,5
30200,45653444,1000111,5
30201,45653444,2000142,5
30202,45653444,1000118,5
30204,46887632,1000111,1
30205,48354028,1000102,9
30207,48354028,1000114,9
30208,48354028,1000038,9
30209,48354028,1000110,9
30213,48354028,1000101,9
30214,48354028,1000068,9
30215,48354028,1000117,9
30217,48354028,2000148,9
30219,48354028,1000106,9
30224,48619110,1000116,4
30225,48619110,1000110,4
30226,48619110,1000111,4
30228,48619110,1000100,4
30232,48713550,1000111,2
30238,48713550,1000117,2
30242,48711811,1000004,6
30243,48711811,1000038,6
30244,48711811,1000110,6
30245,48711811,1000078,6
30246,48711811,1000090,6
30247,48711811,1000092,6
30248,48713513,1000102,3
30250,46838410,1000038,2
30251,48713513,1000004,3
30253,46838410,1000116,2
30254,48493592,1000102,7
30255,48713513,1000027,3
30257,48713594,1000027,2
30258,48493592,1000114,7
30260,48493592,1000027,7
30261,48713594,1000101,2
30262,48493592,1000111,7
30263,48493592,1000100,7
30264,48493592,1000101,7
30265,46969906,1000102,2
30266,48493592,2000148,7
30267,46969906,1000111,2
30270,47792587,1000027,2
30271,47792587,1000111,2
30273,46838404,1000038,2
30274,46838404,1000116,2
30276,48040330,1000116,7
30277,48040330,1000110,7
30278,48040330,1000100,7
30280,48040330,1000101,7
30283,48040330,2000148,7
30284,48040330,1000106,7
30285,48040330,1000109,7
30293,46811804,1000038,3
30297,46811804,1000111,3
30299,46811804,2000148,3
30302,45012233,1000116,2
30303,45012233,1000111,2
30309,48713346,1000004,3
30311,48713346,1000111,3
30312,48713346,1000100,3
30316,48383228,1000078,1
30318,46811792,1000111,3
30320,46811792,1000101,3
30322,46811792,2000148,3
30325,48713879,1000116,4
30326,48713879,1000110,4
30327,48713879,1000111,4
30328,48713879,1000078,4
30333,48656975,1000102,2
30337,48656975,1000085,2
30343,47985375,1000027,2
30344,47985375,1000001,2
30350,46811809,1000085,1
30357,48711442,1000111,1
30363,48040353,1000116,9
30364,43850624,1000003,1
30365,48713527,1000102,3
30366,48040353,1000110,9
30367,48040353,1000111,9
30368,48713527,1000114,3
30369,48040353,1000100,9
30371,48713527,1000117,3
30373,48040353,1000101,9
30379,46811661,1000004,3
30381,48040353,1000117,9
30382,46811661,1000038,3
30383,46781472,1000102,6
30384,48040353,2000148,9
30385,46811661,1000027,3
30386,46781472,1000114,6
30387,48040353,1000118,9
30388,46781472,1000027,6
30389,48040353,1000109,9
30391,46781472,1000111,6
30393,46781472,1000101,6
30394,46781472,1000109,6
30395,46811787,1000111,2
30397,46811787,2000148,2
30399,47856122,1000102,4
30400,47856122,1000116,4
30401,47856122,1000111,4
30402,47913492,1000102,4
30403,47856122,1000100,4
30404,47913492,1000111,4
30406,47913492,1000001,4
30407,48627270,1000027,3
30408,47913492,1000101,4
30410,48627270,1000117,3
30411,47134718,1000102,6
30412,48627270,1000118,3
30413,47134718,1000038,6
30414,47134718,1000116,6
30416,47134718,1000100,6
30419,47134718,2000142,6
30422,47134718,1000109,6
30423,46838408,1000038,2
30424,46838408,1000116,2
30426,47322027,1000027,2
30427,47322027,1000001,2
30434,48412497,1000111,2
30441,48412497,2000142,2
30448,48699849,1000092,1
30450,46811371,1000027,2
30452,46811371,1000116,2
30453,46811780,1000111,2
30458,46811780,2000148,2
30459,47512270,1000102,6
30462,47512270,1000111,6
30463,47512270,1000100,6
30464,47512270,1000079,6
30465,47512270,1000106,6
30467,47512270,1000109,6
30470,46811271,1000004,2
30471,47695225,1000106,1
30472,46811271,1000116,2
30474,48521153,1000102,8
30475,48521153,1000038,8
30476,48521153,1000110,8
30477,46347477,1000102,4
30478,48521153,1000111,8
30479,46347477,1000111,4
30480,48521153,1000078,8
30481,46347477,1000117,4
30482,48521153,1000079,8
30483,46347477,1000106,4
30484,48521153,1000117,8
30485,48521153,1000109,8
30486,46838429,1000038,2
30487,46838429,1000116,2
30491,44688475,1000100,1
30495,45938796,1000116,4
30496,45938796,1000111,4
30497,45938796,1000117,4
30498,45938796,1000106,4
30499,46811301,1000038,2
30500,46811301,1000116,2
30515,48358117,1000102,2
30517,48358117,1000100,2
30520,48713137,1000110,1
30527,48713883,1000111,4
30528,47895137,1000102,5
30529,48713883,1000078,4
30532,47895137,1000116,5
30533,44080553,1000102,6
30534,48713883,1000079,4
30535,47895137,1000110,5
30536,44080553,1000110,6
30539,44080553,1000111,6
30542,44080553,1000078,6
30543,48713883,1000106,4
30545,44080553,1000079,6
30547,44080553,1000118,6
30548,47895137,1000085,5
30550,47895137,2000148,5
30552,48713431,1000114,2
30554,46811214,1000004,2
30556,46811214,1000116,2
30564,48713431,2000148,2
30568,46894055,1000111,1
30577,47597612,1000116,3
30582,47597612,1000101,3
30586,47597612,2000148,3
30588,48713641,1000102,2
30589,47759438,1000102,3
30590,48713641,1000111,2
30591,47759438,1000116,3
30593,47759438,1000100,3
30602,46905347,1000027,2
30603,46905347,1000001,2
30604,46811340,1000004,2
30605,48711808,1000004,6
30606,46811340,1000116,2
30607,48711808,1000038,6
30609,48711808,1000110,6
30611,48711808,1000078,6
30613,48711808,1000090,6
30614,47955742,1000027,2
30615,48711808,1000092,6
30620,47955742,1000118,2
30621,47135600,1000111,2
30622,47135600,1000100,2
30625,47206058,1000102,6
30626,47206058,1000116,6
30627,47206058,1000111,6
30628,47206058,1000100,6
30629,47206058,2000148,6
30630,47206058,1000092,6
30631,46811166,1000102,1
30635,48697811,1000116,2
30636,48713643,1000038,3
30637,48697811,1000111,2
30640,48713643,1000111,3
30645,48713643,2000148,3
30646,45557019,1000100,2
30647,48480514,1000102,3
30648,45557019,2000148,2
30649,48480514,1000004,3
30650,48480514,1000100,3
30654,47419533,1000111,2
30658,47419533,1000118,2
30661,47296912,1000111,1
30664,47388700,1000102,3
30666,47388700,1000116,3
30669,47388700,1000101,3
30673,46133541,1000102,5
30674,46133541,1000027,5
30675,46133541,1000105,5
30676,46133541,1000111,5
30679,46133541,1000106,5
30680,47388769,1000027,1
30682,46811319,1000038,2
30683,46811319,1000116,2
30685,48358146,1000102,2
30686,48358146,1000100,2
30687,46133213,1000106,1
30692,46811527,1000027,2
30693,46811527,1000001,2
30696,46811224,1000102,4
30698,47617397,1000027,3
30699,46811224,1000110,4
30701,47617397,1000116,3
30702,46811224,1000111,4
30707,47617397,1000111,3
30709,48554170,1000110,2
30712,48554170,1000111,2
30715,46811224,2000142,4
30720,48712819,1000102,4
30721,48712819,1000111,4
30723,48712819,1000106,4
30725,48712819,1000118,4
30726,48358149,1000100,2
30727,48358149,1000106,2
30728,46811575,1000102,7
30729,46811575,1000038,7
30730,46811575,1000078,7
30731,46811575,1000079,7
30732,46811575,1000101,7
30733,46811575,1000085,7
30734,46811575,1000090,7
30738,48710499,1000079,1
30739,48358188,1000111,3
30740,48358188,1000100,3
30741,48358188,1000106,3
30747,46811199,1000068,1
30751,47849729,1000109,1
30753,48713486,1000027,1
30759,48358285,1000110,4
30762,48358285,1000111,4
30764,48358285,1000106,4
30766,48711636,1000078,2
30767,48358285,1000118,4
30768,48711636,1000079,2
30772,48656948,1000079,2
30773,48656948,1000101,2
30777,46902790,1000100,1
30780,48713372,1000102,3
30784,48713372,1000027,3
30786,48713372,1000111,3
30789,46905287,1000116,1
30792,46404855,1000102,7
30794,46404855,1000116,7
30796,46404855,1000110,7
30797,46404855,1000111,7
30799,46404855,2000142,7
30800,46404855,1000117,7
30801,46404855,1000106,7
30805,48684669,1000111,1
30809,47397424,1000101,2
30811,47397424,2000148,2
30813,43578234,1000027,2
30814,43578234,1000111,2
30816,46801394,1000027,2
30817,46801394,1000116,2
30825,46905329,1000116,4
30826,48713896,1000111,2
30827,46905329,1000110,4
30830,48184594,1000111,5
30831,46905329,1000111,4
30832,48713896,1000117,2
30833,48184594,1000100,5
30835,48184594,1000117,5
30836,46905329,2000148,4
30837,48184594,1000106,5
30839,48184594,1000109,5
30843,48362421,1000111,4
30844,48362421,1000078,4
30845,48362421,1000079,4
30846,48362421,1000090,4
30849,48697461,1000111,1
30852,47107984,1000111,1
30856,48368473,1000102,3
30858,48368473,1000027,3
30860,46544410,1000038,6
30862,46544410,1000111,6
30863,46544410,1000078,6
30864,46544410,1000100,6
30865,46544410,1000079,6
30866,46544410,1000090,6
30870,46811530,1000027,2
30871,46811530,1000001,2
30873,46811672,1000027,4
30874,46811672,1000105,4
30875,46811672,1000111,4
30878,46811672,1000117,4
30882,46811561,1000111,3
30888,46811561,2000142,3
30889,46811561,1000085,3
30893,46796640,1000110,1
30897,48713661,1000111,3
30898,48713661,1000100,3
30899,48713661,2000148,3
30900,43505891,1000102,5
30901,43505891,1000027,5
30902,43505891,1000111,5
30903,43505891,1000100,5
30904,43505891,1000117,5
30907,46544417,1000111,1
30908,46344088,1000102,6
30909,46811688,1000116,1
30911,46344088,1000116,6
30916,46344088,1000110,6
30919,46344088,1000100,6
30921,46344088,2000141,6
30922,46344088,1000106,6
30924,46811484,1000111,2
30926,46811484,1000079,2
30929,46639142,1000027,4
30932,46639142,1000078,4
30934,46639142,1000079,4
30935,46802048,1000027,2
30936,46639142,1000117,4
30937,46802048,1000116,2
30942,46836733,1000116,2
30943,46836733,1000109,2
30944,47328415,1000027,1
30947,48619100,1000116,1
30954,48693780,1000111,1
30956,46343965,1000102,3
30957,46343965,1000111,3
30958,48056608,1000116,3
30959,46343965,1000106,3
30960,48056608,1000106,3
30961,48056608,1000118,3
30965,46902788,1000116,4
30969,46902788,1000078,4
30971,46902788,1000100,4
30972,47825895,1000109,1
30974,46902788,1000068,4
30977,48713597,1000102,4
30978,48713597,1000105,4
30979,48713597,1000111,4
30981,48713597,1000106,4
30985,48713542,1000111,2
30989,46836739,1000116,3
30990,48713542,1000106,2
30993,46836739,1000100,3
30994,46836739,1000090,3
30995,46138524,1000102,3
30996,46138524,1000114,3
30997,46138524,1000105,3
30999,46902801,1000102,2
31001,46902801,1000101,2
31003,47696812,1000027,9
31004,47696812,1000111,9
31005,47696812,1000078,9
31007,47696812,1000079,9
31008,47696812,1000101,9
31009,47696812,1000068,9
31010,47696812,1000085,9
31011,47696812,1000090,9
31012,47696812,2000148,9
31013,48370633,1000102,3
31015,48370633,1000027,3
31016,47985392,1000102,2
31017,48370633,1000111,3
31018,47985392,1000027,2
31021,47268913,1000102,2
31023,47268913,1000100,2
31027,47979344,1000110,2
31028,47798989,1000027,3
31031,46905338,1000111,2
31036,47798989,2000142,3
31039,47798989,2000148,3
31042,46905338,2000148,2
31046,47979344,1000092,2
31050,47824378,1000109,1
31051,46838425,1000038,2
31052,48713380,1000102,7
31053,46838425,1000116,2
31054,48713380,1000110,7
31056,48713380,1000111,7
31057,48713380,1000079,7
31058,48713380,1000085,7
31059,46542685,1000116,1
31060,48713380,1000106,7
31061,48713380,1000118,7
31062,48710546,1000027,4
31063,48710546,1000116,4
31064,48710546,1000110,4
31065,48710546,1000100,4
31066,47890405,1000027,1
31070,46887689,1000110,2
31071,48635146,1000027,1
31072,46887689,1000111,2
31074,46838420,1000038,2
31075,46838420,1000116,2
31078,48713381,1000116,3
31079,48713381,1000111,3
31080,48713381,1000100,3
31084,48553961,1000111,1
31087,46811918,1000111,1
31092,48713942,1000079,1
31093,46838443,1000038,1
31097,46910787,1000111,2
31100,43398812,1000111,2
31103,46910787,2000148,2
31105,43398812,1000078,2
31106,47855248,1000111,2
31109,47855248,1000100,2
31110,47328412,1000027,1
31116,46811829,1000101,1
31118,46838587,1000027,7
31119,46838587,1000116,7
31120,46838587,1000105,7
31121,46343748,1000102,7
31122,46838587,1000110,7
31123,46343748,1000038,7
31125,46343748,1000027,7
31127,46343748,1000116,7
31130,46343748,1000111,7
31132,46343748,1000106,7
31133,46838587,1000117,7
31134,46343748,1000118,7
31135,46838587,1000106,7
31136,46838587,1000118,7
31138,48531116,1000102,1
31140,46811725,1000116,4
31142,46811725,1000111,4
31144,46811725,2000148,4
31146,46811725,1000118,4
31151,47622363,1000111,1
31157,47093085,1000111,2
31161,47093085,2000148,2
31163,46802031,1000027,2
31164,46802031,1000116,2
31178,48506149,1000118,1
31180,48580907,1000102,11
31181,48580907,1000116,11
31182,48580907,1000110,11
31183,48580907,1000111,11
31185,48580907,1000100,11
31187,48580907,1000101,11
31188,48580907,1000068,11
31189,48580907,1000117,11
31190,48580907,2000148,11
31191,48580907,1000106,11
31192,48580907,1000109,11
31193,47504749,1000027,2
31194,47504749,1000001,2
31199,47336886,1000114,5
31201,47336886,1000116,5
31202,48641068,1000027,7
31203,47336886,1000110,5
31204,48641068,1000116,7
31206,47336886,1000078,5
31210,47336886,2000148,5
31212,46811295,1000038,2
31213,48641068,1000101,7
31214,46811295,1000116,2
31216,48641068,1000085,7
31219,48641068,1000090,7
31220,48530546,1000111,1
31221,48641068,2000148,7
31222,48641068,1000106,7
31223,48212980,1000102,2
31225,48212980,1000110,2
31230,44618838,1000102,1
31231,48478343,1000102,3
31232,48478343,1000004,3
31233,48478343,1000100,3
31234,48055565,1000102,3
31235,48055565,1000111,3
31236,48055565,1000100,3
31240,46811762,1000078,4
31243,48109795,1000116,2
31244,46811762,2000141,4
31245,48109795,1000079,2
31248,46811762,1000118,4
31250,46811762,1000092,4
31252,43578297,1000105,3
31253,46811315,1000038,2
31254,47306650,1000102,8
31255,43578297,1000110,3
31257,47306650,1000110,8
31258,46811315,1000116,2
31259,43578297,1000117,3
31260,47306650,1000111,8
31262,47306650,1000079,8
31263,47306650,1000068,8
31264,47306650,2000141,8
31266,47306650,1000118,8
31268,47306650,1000109,8
31272,46910757,2000148,1
31273,48048776,1000038,2
31274,48048776,1000116,2
31276,46811706,1000116,1
31279,43916874,1000102,4
31282,43916874,1000038,4
31283,43916874,1000116,4
31284,43916874,1000100,4
31285,48069845,1000116,2
31286,48069845,1000079,2
31290,46796871,1000110,1
31291,48108194,1000116,2
31292,48108194,1000079,2
31295,46811697,1000116,1
31301,48040344,1000116,7
31303,48040344,1000110,7
31304,48040344,1000100,7
31305,48085547,1000111,1
31308,48040344,1000101,7
31311,48040344,1000117,7
31312,48040344,2000148,7
31313,46811163,1000102,1
31314,48040344,1000109,7
31315,48548371,1000079,2
31317,48548371,1000092,2
31324,48713739,1000117,1
31325,47322038,1000027,2
31326,47322038,1000001,2
31328,48647488,1000027,2
31329,48647488,1000111,2
31340,45937528,1000068,1
31341,46811153,1000102,5
31343,46811153,1000110,5
31344,46811153,1000111,5
31347,46811153,1000101,5
31350,46811153,2000148,5
31351,46574144,1000102,4
31352,46574144,1000116,4
31353,48515988,1000079,2
31354,46574144,1000111,4
31355,48515988,1000092,2
31356,46574144,1000106,4
31364,48657312,1000038,3
31367,48657312,1000078,3
31368,48657312,1000079,3
31373,46838578,1000027,2
31374,46838578,1000116,2
31375,48713402,1000102,2
31377,48713402,1000111,2
31386,48456802,1000027,3
31388,48456802,1000111,3
31390,48456802,1000109,3
31393,48456746,1000027,2
31397,48456746,1000109,2
31398,47970456,1000102,4
31399,47970456,1000038,4
31400,47970456,1000027,4
31401,47970456,1000111,4
31403,46838583,1000027,2
31404,46838583,1000116,2
31412,47753673,1000111,1
31414,48269034,1000102,4
31415,48269034,1000114,4
31416,48269034,1000116,4
31417,48269034,1000110,4
31418,46574133,1000102,11
31419,46574133,1000038,11
31420,46811334,1000038,2
31421,46811334,1000116,2
31422,46574133,1000116,11
31424,46574133,1000105,11
31425,46574133,1000110,11
31426,46574133,1000111,11
31428,46574133,1000100,11
31429,46574133,1000079,11
31430,46574133,1000068,11
31431,46574133,1000106,11
31432,46574133,1000118,11
31434,46797187,1000111,1
31437,47663307,1000111,1
31442,48111308,1000101,1
31445,45807550,1000102,1
31447,46797209,1000110,1
31451,48119480,1000101,1
31453,46811386,1000102,5
31456,46811386,1000027,5
31457,46811386,1000116,5
31459,46811386,1000101,5
31460,46811386,2000148,5
31463,47810238,1000100,1
31464,46811467,1000111,1
31465,46343649,1000106,1
31466,46811298,1000038,2
31467,46811298,1000116,2
31471,48658550,1000110,2
31473,48658550,1000078,2
31479,48684864,1000102,3
31483,48684864,1000110,3
31486,48684864,1000118,3
31488,48119450,1000116,5
31489,46902794,1000102,2
31490,48119450,1000111,5
31493,46902794,1000101,2
31496,48119450,1000101,5
31498,48119450,1000106,5
31499,48119450,1000118,5
31501,48175678,1000110,1
31508,48119470,1000101,1
31513,46769102,1000116,2
31514,46769102,1000105,2
31527,46902796,1000102,2
31529,46902796,1000101,2
31531,47798916,1000110,2
31532,47798916,1000111,2
31538,48113267,1000101,1
31541,47108987,1000102,6
31542,47108987,1000116,6
31543,47108987,1000111,6
31546,47108987,1000068,6
31547,46811126,1000102,3
31548,47108987,2000141,6
31550,47108987,1000109,6
31553,46811126,1000101,3
31554,46811126,1000085,3
31562,48636794,1000038,1
31575,46905231,1000004,2
31577,46905231,1000116,2
31586,47724357,1000116,4
31587,47724357,1000110,4
31588,47724357,1000111,4
31592,47779361,1000111,1
31595,47724357,1000106,4
31596,46905236,1000004,2
31597,46905236,1000116,2
31599,47808470,1000100,1
31600,46132668,1000102,4
31601,46132668,1000116,4
31602,46132668,1000111,4
31604,46132668,1000106,4
31615,48713989,1000102,3
31616,48358085,1000102,9
31617,48497517,1000114,5
31618,48713989,1000114,3
31619,48358085,1000114,9
31620,48497517,1000027,5
31621,48713989,1000110,3
31622,48358085,1000004,9
31623,48497517,1000111,5
31624,48358085,1000116,9
31626,48358085,1000110,9
31627,48497517,1000101,5
31628,48358085,1000111,9
31629,48497517,2000148,5
31631,48358085,1000100,9
31634,48358085,2000141,9
31635,48358085,1000109,9
31638,47342019,1000114,5
31639,47342019,1000116,5
31641,47342019,1000110,5
31642,47342019,1000078,5
31643,46802028,1000027,6
31645,46802028,1000116,6
31646,47342019,2000148,5
31647,46802028,1000110,6
31648,46802028,1000111,6
31653,46802028,1000106,6
31654,46802028,1000118,6
31655,48358092,1000102,5
31656,48358092,1000111,5
31657,48358092,1000100,5
31658,48358092,1000117,5
31659,46132655,1000102,4
31660,48358092,1000106,5
31661,46132655,1000027,4
31662,46132655,1000105,4
31663,46132655,1000111,4
31666,46836763,1000102,2
31667,46836763,1000116,2
31671,47779443,1000102,6
31672,47779443,1000114,6
31673,47779443,1000116,6
31676,47779443,1000079,6
31678,47779443,2000148,6
31679,47779443,1000106,6
31680,48358122,1000100,3
31681,48358122,1000106,3
31682,48358122,1000118,3
