,idaviso,idcaracteristica
507122,48579898,1000108
507123,48579898,1000111
507124,48579898,1000116
508373,48021657,1000016
508374,48021657,1000019
508375,48021657,1000027
508376,48021657,1000029
508377,48021657,1000038
508378,48021657,1000100
508379,46061970,1000010
508380,46061970,1000016
508381,46061970,1000018
508382,46061970,1000021
508383,46061970,1000027
508384,46061970,1000029
508385,46061970,1000036
508386,46061970,1000038
508387,46061970,1000040
508388,46061970,1000046
508389,46061970,1000078
508390,46061970,1000079
508391,46061970,1000085
508392,46061970,1000087
508393,46061970,1000090
508394,46061970,1000099
508395,46061970,1000102
508396,46061970,1000103
508397,46061970,1000104
508398,46061970,1000105
508399,46061970,1000106
508400,46061970,1000107
508401,46061970,1000109
508402,46061970,1000110
508403,46061970,1000111
508404,46061970,1000114
508405,46061970,1000117
508406,46061970,1000118
508407,46061970,1000121
508408,46061970,1000122
508409,46061970,1000125
508410,46061970,1000126
508411,46061970,1000127
508412,46061970,1000128
508413,46061970,1000129
508414,46061970,1000131
508415,46061970,2000133
508416,46061970,2000138
508417,46061970,2000139
508418,46061970,2000141
508419,46061970,2000146
508420,46061970,2000167
509693,43379635,1000004
509694,43379635,1000016
509695,43379635,1000029
509696,43379635,1000038
509697,43379635,1000100
509698,43379635,1000102
509699,43379635,1000110
509700,43379635,1000114
510358,47536710,1000004
510359,47536710,1000016
510360,47536710,1000019
510361,47536710,1000027
510362,47536710,1000029
510363,47536710,1000046
510364,47536710,1000074
510365,47536710,1000079
510366,47536710,1000090
510367,47536710,1000092
510368,47536710,1000100
510369,47536710,1000102
510370,47536710,1000103
510371,47536710,1000106
510372,47536710,1000110
510373,47536710,1000111
510374,47536710,1000112
511971,47750919,1000016
511972,47750919,1000018
511973,47750919,1000025
511974,47750919,1000026
511975,47750919,1000027
511976,47750919,1000038
511977,47750919,1000046
511978,47750919,1000078
511979,47750919,1000079
511980,47750919,1000097
511981,47750919,1000102
511982,47750919,1000106
511983,47750919,1000108
511984,47750919,1000109
512449,43379398,1000004
512450,43379398,1000016
512451,43379398,1000029
512452,43379398,1000038
512453,43379398,1000100
512454,43379398,1000102
512455,43379398,1000110
512456,43379398,1000114
512699,43379597,1000004
512700,43379597,1000016
512701,43379597,1000018
512702,43379597,1000029
512703,43379597,1000038
512704,43379597,1000100
512705,43379597,1000102
512706,43379597,1000110
512707,43379597,1000114
512825,47376218,1000002
512826,47376218,1000004
512827,47376218,1000016
512828,47376218,1000019
512829,47376218,1000027
512830,47376218,1000029
512831,47376218,1000038
512832,47376218,1000046
512833,47376218,1000074
512834,47376218,1000078
512835,47376218,1000090
512836,47376218,1000092
512837,47376218,1000100
512838,47376218,1000102
512839,47376218,1000108
512840,47376218,1000110
512841,47376218,1000111
512842,47376218,1000112
513019,28940586,1000005
513020,28940586,1000009
513021,28940586,1000015
513022,28940586,1000017
513023,28940586,1000018
513024,28940586,1000019
513025,28940586,1000020
513026,28940586,1000021
513027,28940586,1000029
513028,28940586,1000033
513029,28940586,1000046
513030,28940586,1000097
513031,28940586,1000100
513032,28940586,1000101
513033,28940586,1000102
513034,28940586,1000103
513035,28940586,1000104
513036,28940586,1000110
513037,28940586,1000112
513038,28940586,1000117
513039,28940586,1000121
513040,28940586,1000122
513041,28940586,1000125
513042,28940586,1000127
513043,28940586,1000128
513044,28940586,1000129
514305,48714532,1000002
514306,48714532,1000016
514307,48714532,1000018
514308,48714532,1000025
514309,48714532,1000026
514310,48714532,1000029
514311,48714532,1000046
514312,48714532,1000078
514313,48714532,1000102
514314,48714532,1000103
514315,48714532,1000105
514316,48714532,1000106
514317,48714532,1000108
514318,48714532,1000109
514319,48714532,1000110
514320,48714532,1000111
514321,48714532,1000112
514322,48714532,1000114
514323,48714532,1000117
514324,48714532,1000118
515219,48713227,1000001
515220,48713227,1000016
515221,48713227,1000018
515222,48713227,1000025
515223,48713227,1000026
515224,48713227,1000038
515225,48713227,1000040
515226,48713227,1000046
515227,48713227,1000050
515228,48713227,1000071
515229,48713227,1000078
515230,48713227,1000087
515231,48713227,1000090
515232,48713227,1000101
515233,48713227,1000102
515234,48713227,1000103
515235,48713227,1000104
515236,48713227,1000105
515237,48713227,1000106
515238,48713227,1000108
515239,48713227,1000109
515240,48713227,1000110
515241,48713227,1000111
515242,48713227,1000112
515243,48713227,1000114
515244,48713227,1000116
515245,48713227,1000117
515246,48713227,1000118
515674,43384993,1000010
515675,43384993,1000018
515676,43384993,1000021
515677,43384993,1000022
515678,43384993,1000025
515679,43384993,1000026
515680,43384993,1000029
515681,43384993,1000032
515682,43384993,1000036
515683,43384993,1000102
515684,43384993,1000103
515685,43384993,1000104
515686,43384993,1000108
515687,43384993,1000109
515688,43384993,1000110
515689,43384993,1000111
515690,43384993,1000114
515691,43384993,1000121
515692,43384993,1000122
515693,43384993,1000125
515694,43384993,1000126
515695,43384993,1000127
515696,43384993,1000128
515697,43384993,1000129
515698,43384993,1000131
516815,47995169,1000038
516816,47995169,1000078
516817,47995169,1000079
516818,47995169,1000102
516819,47995169,1000103
516820,47995169,1000109
516821,47995169,1000110
516822,47995169,1000114
516823,47995169,1000117
516845,48714463,1000016
516846,48714463,1000027
516847,48714463,1000038
516848,48714463,1000046
516849,48714463,1000074
516850,48714463,1000102
516851,48714463,1000103
516852,48714463,1000105
516853,48714463,1000110
516854,48714463,1000111
516855,48714463,1000112
516856,48714463,1000117
518364,47682682,1000100
518365,47682682,1000102
518366,47682682,1000103
518367,47682682,1000105
518368,47682682,1000110
518369,47682682,1000111
518370,47682682,1000114
518371,47682682,1000116
518388,48240636,1000019
518389,48240636,1000029
518390,48240636,1000100
518391,48240636,1000102
518392,48240636,1000110
518393,48240636,1000111
518394,48240636,1000117
518431,46899610,1000009
518432,46899610,1000015
518433,46899610,1000018
518434,46899610,1000019
518435,46899610,1000027
518436,46899610,1000029
518437,46899610,1000038
518438,46899610,1000040
518439,46899610,1000046
518440,46899610,1000100
518441,46899610,1000101
518442,46899610,1000102
518443,46899610,1000103
518444,46899610,1000104
518445,46899610,1000105
518446,46899610,1000107
518447,46899610,1000111
518448,46899610,1000112
518449,46899610,1000116
518450,46899610,1000117
518451,46899610,2000137
518452,46899610,2000141
518453,46899610,2000148
519171,48487687,1000004
519172,48487687,1000016
519173,48487687,1000025
519174,48487687,1000026
519175,48487687,1000027
519176,48487687,1000102
519177,48487687,1000108
519178,48487687,1000113
519505,48714757,1000002
519506,48714757,1000003
519507,48714757,1000004
519508,48714757,1000019
519509,48714757,1000027
519510,48714757,1000038
519511,48714757,1000046
519512,48714757,1000102
519513,48714757,1000112
519514,48714757,2000148
520634,48714456,1000016
520635,48714456,1000019
520636,48714456,1000079
520637,48714456,1000092
520638,48714456,1000102
520639,48714456,1000103
520640,48714456,1000114
520641,48714456,1000116
521529,46127930,1000016
521530,46127930,1000018
521531,46127930,1000025
521532,46127930,1000026
521533,46127930,1000027
521534,46127930,1000029
521535,46127930,1000039
521536,46127930,1000046
521537,46127930,1000078
521538,46127930,1000085
521539,46127930,1000102
521540,46127930,1000103
521541,46127930,1000106
521542,46127930,1000109
521543,46127930,1000110
521544,46127930,1000111
521545,46127930,1000117
521648,45264921,1000016
521649,45264921,1000027
521650,45264921,1000029
521651,45264921,1000100
521652,45264921,1000102
521653,45264921,1000108
521654,45264921,1000110
521655,45264921,1000112
521656,45264921,1000116
521657,48075440,1000004
521658,48075440,1000009
521659,48075440,1000019
521660,48075440,1000027
521661,48075440,1000029
521662,48075440,1000101
521663,48075440,1000102
521664,48075440,1000110
521665,48075440,1000112
521666,48075440,2000148
522402,48714711,1000016
522403,48714711,1000025
522404,48714711,1000026
522405,48714711,1000027
522406,48714711,1000038
522407,48714711,1000068
522408,48714711,1000078
522409,48714711,1000085
522410,48714711,1000087
522411,48714711,1000100
522412,48714711,1000101
522413,48714711,1000102
522414,48714711,1000104
522415,48714711,1000108
522416,48714711,1000109
522417,48714711,1000110
522418,48714711,1000112
522419,48714711,1000114
522420,48714711,1000116
522421,48714711,1000117
523422,45935390,1000001
523423,45935390,1000002
523424,45935390,1000016
523425,45935390,1000018
523426,45935390,1000025
523427,45935390,1000026
523428,45935390,1000029
523429,45935390,1000046
523430,45935390,1000078
523431,45935390,1000102
523432,45935390,1000103
523433,45935390,1000105
523434,45935390,1000110
523435,45935390,1000114
523436,45935390,1000116
523437,45935390,1000117
525003,48710612,1000002
525004,48710612,1000016
525005,48710612,1000019
525006,48710612,1000025
525007,48710612,1000026
525008,48710612,1000027
525009,48710612,1000029
525010,48710612,1000102
525011,48710612,1000103
525012,48710612,1000111
525013,48710612,1000112
525014,48710612,1000118
525423,45962235,1000016
525424,45962235,1000027
525425,45962235,1000029
525426,45962235,1000100
525427,45962235,1000102
525428,45962235,1000108
525429,45962235,1000110
525430,45962235,1000112
525431,45962235,1000116
525432,45962235,1000117
525877,47536858,1000002
525878,47536858,1000004
525879,47536858,1000016
525880,47536858,1000019
525881,47536858,1000027
525882,47536858,1000029
525883,47536858,1000046
525884,47536858,1000074
525885,47536858,1000079
525886,47536858,1000090
525887,47536858,1000092
525888,47536858,1000100
525889,47536858,1000102
525890,47536858,1000103
525891,47536858,1000106
525892,47536858,1000110
525893,47536858,1000111
525894,47536858,1000118
526311,45377457,1000005
526312,45377457,1000009
526313,45377457,1000015
526314,45377457,1000017
526315,45377457,1000019
526316,45377457,1000020
526317,45377457,1000021
526318,45377457,1000022
526319,45377457,1000027
526320,45377457,1000029
526321,45377457,1000033
526322,45377457,1000038
526323,45377457,1000039
526324,45377457,1000046
526325,45377457,1000074
526326,45377457,1000097
526327,45377457,1000102
526328,45377457,1000108
526329,45377457,1000117
526330,45377457,1000121
526331,45377457,1000122
526332,45377457,1000125
526333,45377457,1000126
526334,45377457,1000127
526335,45377457,1000128
526336,45377457,1000129
526337,45377457,1000131
526338,45377457,2000014
526339,45377457,2000141
526340,45377457,2000142
526341,45377457,2000146
526342,45377457,2000148
526343,45377457,2000160
526344,45377457,2000175
526345,45377457,2000176
526346,45377457,2000178
526347,45377457,2000179
526348,45377457,2000180
526349,45377457,2000181
526350,45377457,2000185
526351,45377457,2000186
526352,45377457,2000187
526353,45377457,2000188
526489,47016576,1000002
526490,47016576,1000016
526491,47016576,1000027
526492,47016576,1000038
526493,47016576,1000040
526494,47016576,1000078
526495,47016576,1000079
526496,47016576,1000085
526497,47016576,1000090
526498,47016576,1000100
526499,47016576,1000102
526500,47016576,1000104
526501,47016576,1000106
526502,47016576,1000107
526503,47016576,1000110
526504,47016576,1000111
526505,47016576,1000112
526506,47016576,1000117
526507,47016576,2000133
526508,47016576,2000137
526509,47016576,2000140
526510,47016576,2000141
526511,47016576,2000143
526512,47016576,2000167
527159,47792866,1000016
527160,47792866,1000019
527161,47792866,1000027
527162,47792866,1000029
527163,47792866,1000038
527164,47792866,1000074
527165,47792866,1000100
527166,47792866,1000102
527167,47792866,1000103
527168,47792866,1000104
527169,47792866,1000110
527170,47792866,1000111
527171,47792866,1000112
527751,48627377,1000016
527752,48627377,1000018
527753,48627377,1000025
527754,48627377,1000026
527755,48627377,1000029
527756,48627377,1000085
527757,48627377,1000099
527758,48627377,1000100
527759,48627377,1000102
527760,48627377,1000103
527761,48627377,1000109
527762,48627377,1000111
527763,48627377,1000114
527764,48627377,1000116
528716,48714631,1000001
528717,48714631,1000004
528718,48714631,1000038
528719,48714631,1000078
528720,48714631,1000100
528721,48714631,1000102
528722,48714631,1000103
528723,48714631,1000111
528724,48714631,1000114
528725,48714631,1000116
528953,47252221,1000004
528954,47252221,1000010
528955,47252221,1000017
528956,47252221,1000019
528957,47252221,1000021
528958,47252221,1000027
528959,47252221,1000102
528960,47252221,1000108
528961,47252221,1000111
528962,47252221,1000112
528963,47252221,1000121
528964,47252221,1000122
528965,47252221,1000125
528966,47252221,1000127
528967,47252221,1000128
528968,47252221,2000127
528969,47252221,2000142
528970,47252221,2000148
529369,48710099,1000002
529370,48710099,1000016
529371,48710099,1000018
529372,48710099,1000027
529373,48710099,1000038
529374,48710099,1000046
529375,48710099,1000074
529376,48710099,1000078
529377,48710099,1000079
529378,48710099,1000090
529379,48710099,1000092
529380,48710099,1000097
529381,48710099,1000101
529382,48710099,1000102
529383,48710099,1000103
529384,48710099,1000108
529385,48710099,1000109
529386,48710099,1000111
529387,48710099,1000112
529388,48710099,1000116
529389,48710099,2000141
530481,47196354,1000016
530482,47196354,1000025
530483,47196354,1000026
530484,47196354,1000038
530485,47196354,1000102
530486,47196354,1000103
530487,47196354,1000110
530488,47196354,1000111
530489,47196354,1000117
530575,48483285,1000002
530576,48483285,1000016
530577,48483285,1000018
530578,48483285,1000027
530579,48483285,1000078
530580,48483285,1000085
530581,48483285,1000102
530582,48483285,1000103
530583,48483285,1000106
530584,48483285,1000109
530585,48483285,1000110
530586,48483285,1000111
530587,48483285,1000112
530588,48483285,1000114
530589,48483285,1000118
533722,48714589,1000016
533723,48714589,1000018
533724,48714589,1000025
533725,48714589,1000026
533726,48714589,1000027
533727,48714589,1000038
533728,48714589,1000046
533729,48714589,1000078
533730,48714589,1000079
533731,48714589,1000097
533732,48714589,1000102
533733,48714589,1000106
533734,48714589,1000108
533735,48714589,1000109
533967,48523219,1000004
533968,48523219,1000009
533969,48523219,1000015
533970,48523219,1000018
533971,48523219,1000019
533972,48523219,1000027
533973,48523219,1000038
533974,48523219,1000074
533975,48523219,1000078
533976,48523219,1000079
533977,48523219,1000090
533978,48523219,1000100
533979,48523219,1000102
533980,48523219,1000104
533981,48523219,1000105
533982,48523219,1000106
533983,48523219,1000107
533984,48523219,1000108
533985,48523219,1000109
533986,48523219,1000110
533987,48523219,1000111
533988,48523219,1000116
533989,48523219,1000117
533990,48523219,1000118
533991,48523219,2000141
533992,48523219,2000148
533993,48523219,2000171
534384,48717591,1000078
534385,48717591,1000102
534386,48717591,1000103
534387,48717591,1000109
534388,48717591,1000110
534389,48717591,1000111
534390,48717591,1000114
534391,48717591,1000116
534392,48717591,1000117
534903,47995620,1000038
534904,47995620,1000078
534905,47995620,1000079
534906,47995620,1000102
534907,47995620,1000103
534908,47995620,1000104
534909,47995620,1000107
534910,47995620,1000109
534911,47995620,1000110
534912,47995620,1000114
534913,47995620,1000118
536147,48714210,1000001
536148,48714210,1000029
536149,48714210,1000046
536150,48714210,1000078
536151,48714210,1000079
536152,48714210,1000085
536153,48714210,1000102
536154,48714210,1000104
536155,48714210,1000109
536156,48714210,1000110
536157,48714210,1000111
536158,48714210,1000117
537408,47092893,1000016
537409,47092893,1000027
537410,47092893,1000029
537411,47092893,1000100
537412,47092893,1000102
537413,47092893,1000110
537414,47092893,1000111
537415,47092893,1000112
537416,47092893,1000116
537444,48622394,1000004
537445,48622394,1000016
537446,48622394,1000018
537447,48622394,1000019
537448,48622394,1000027
537449,48622394,1000029
537450,48622394,1000038
537451,48622394,1000040
537452,48622394,1000050
537453,48622394,1000068
537454,48622394,1000071
537455,48622394,1000074
537456,48622394,1000078
537457,48622394,1000079
537458,48622394,1000085
537459,48622394,1000088
537460,48622394,1000090
537461,48622394,1000092
537462,48622394,1000097
537463,48622394,1000100
537464,48622394,1000101
537465,48622394,1000102
537466,48622394,1000103
537467,48622394,1000104
537468,48622394,1000106
537469,48622394,1000107
537470,48622394,1000108
537471,48622394,1000109
537472,48622394,1000110
537473,48622394,1000111
537474,48622394,1000112
537475,48622394,1000116
537476,48622394,1000117
537477,48622394,1000118
537478,48622394,2000141
537911,47095360,1000004
537912,47095360,1000016
537913,47095360,1000018
537914,47095360,1000029
537915,47095360,1000038
537916,47095360,1000100
537917,47095360,1000102
537918,47095360,1000110
537919,47095360,1000114
538042,47092871,1000016
538043,47092871,1000027
538044,47092871,1000029
538045,47092871,1000100
538046,47092871,1000102
538047,47092871,1000108
538048,47092871,1000110
538049,47092871,1000112
538050,47092871,1000116
538051,47092871,1000117
538129,41896958,1000016
538130,41896958,1000025
538131,41896958,1000026
538132,41896958,1000039
538133,41896958,1000046
538134,41896958,1000078
538135,41896958,1000102
538136,41896958,1000103
538137,41896958,1000109
538138,41896958,1000110
538139,41896958,1000111
538140,41896958,1000112
538141,41896958,1000117
538395,47095367,1000004
538396,47095367,1000016
538397,47095367,1000029
538398,47095367,1000038
538399,47095367,1000100
538400,47095367,1000102
538401,47095367,1000110
538402,47095367,1000114
538714,47823470,1000002
538715,47823470,1000004
538716,47823470,1000016
538717,47823470,1000019
538718,47823470,1000025
538719,47823470,1000026
538720,47823470,1000027
538721,47823470,1000029
538722,47823470,1000038
538723,47823470,1000039
538724,47823470,1000046
538725,47823470,1000099
538726,47823470,1000100
538727,47823470,1000101
538728,47823470,1000102
538729,47823470,1000103
538730,47823470,1000104
538731,47823470,1000105
538732,47823470,1000107
538733,47823470,1000108
538734,47823470,1000110
538735,47823470,1000111
538736,47823470,1000112
538737,47823470,1000114
538738,47823470,1000116
538739,47823470,1000117
538740,47823470,1000118
538904,47095377,1000004
538905,47095377,1000016
538906,47095377,1000029
538907,47095377,1000038
538908,47095377,1000100
538909,47095377,1000102
538910,47095377,1000110
538911,47095377,1000114
539056,46922444,1000005
539057,46922444,1000009
539058,46922444,1000010
539059,46922444,1000015
539060,46922444,1000017
539061,46922444,1000019
539062,46922444,1000020
539063,46922444,1000021
539064,46922444,1000027
539065,46922444,1000029
539066,46922444,1000033
539067,46922444,1000102
539068,46922444,1000103
539069,46922444,1000121
539070,46922444,1000122
539071,46922444,1000125
539072,46922444,1000126
539073,46922444,1000127
539074,46922444,1000128
539075,46922444,1000129
539076,46922444,1000131
539077,46922444,2000014
539078,46922444,2000142
539079,46922444,2000148
540641,47095382,1000004
540642,47095382,1000016
540643,47095382,1000029
540644,47095382,1000038
540645,47095382,1000100
540646,47095382,1000102
540647,47095382,1000110
540648,47095382,1000114
540798,48618276,1000004
540799,48618276,1000016
540800,48618276,1000019
540801,48618276,1000027
540802,48618276,1000074
540803,48618276,1000092
540804,48618276,1000100
540805,48618276,1000102
540806,48618276,1000103
540807,48618276,1000112
540808,48618276,1000114
540809,48618276,1000116
540822,47789504,1000002
540823,47789504,1000078
540824,47789504,1000095
540825,47789504,1000102
540826,47789504,1000103
540827,47789504,1000109
540828,47789504,1000114
540829,47789504,2000141
541184,48714804,1000002
541185,48714804,1000004
541186,48714804,1000016
541187,48714804,1000038
541188,48714804,1000040
541189,48714804,1000102
541190,48714804,1000103
541191,48714804,1000105
541192,48714804,1000108
541193,48714804,1000110
541194,48714804,1000111
541195,48714804,1000112
541955,48714811,1000018
541956,48714811,1000038
541957,48714811,1000040
541958,48714811,1000078
541959,48714811,1000079
541960,48714811,1000085
541961,48714811,1000100
541962,48714811,1000102
541963,48714811,1000103
541964,48714811,2000137
541965,48714811,2000141
542573,48710164,1000016
542574,48710164,1000018
542575,48710164,1000027
542576,48710164,1000046
542577,48710164,1000074
542578,48710164,1000078
542579,48710164,1000079
542580,48710164,1000090
542581,48710164,1000092
542582,48710164,1000097
542583,48710164,1000101
542584,48710164,1000102
542585,48710164,1000103
542586,48710164,1000108
542587,48710164,1000109
542588,48710164,1000110
542589,48710164,1000111
542590,48710164,1000112
542591,48710164,1000116
542592,48710164,2000141
542827,48714370,1000018
542828,48714370,1000027
542829,48714370,1000100
542830,48714370,1000102
542831,48714370,1000106
542832,48714370,1000112
542833,48714370,2000148
543998,47949927,1000001
543999,47949927,1000016
544000,47949927,1000018
544001,47949927,1000025
544002,47949927,1000026
544003,47949927,1000029
544004,47949927,1000038
544005,47949927,1000039
544006,47949927,1000040
544007,47949927,1000046
544008,47949927,1000078
544009,47949927,1000085
544010,47949927,1000087
544011,47949927,1000090
544012,47949927,1000099
544013,47949927,1000100
544014,47949927,1000102
544015,47949927,1000103
544016,47949927,1000104
544017,47949927,1000106
544018,47949927,1000107
544019,47949927,1000108
544020,47949927,1000109
544021,47949927,1000110
544022,47949927,1000111
544023,47949927,1000112
544024,47949927,1000114
544025,47949927,1000116
544026,47949927,1000117
544027,47949927,1000118
544476,48714828,1000002
544477,48714828,1000016
544478,48714828,1000018
544479,48714828,1000025
544480,48714828,1000026
544481,48714828,1000027
544482,48714828,1000029
544483,48714828,1000038
544484,48714828,1000039
544485,48714828,1000040
544486,48714828,1000078
544487,48714828,1000079
544488,48714828,1000085
544489,48714828,1000087
544490,48714828,1000095
544491,48714828,1000100
544492,48714828,1000102
544493,48714828,1000103
544494,48714828,1000104
544495,48714828,1000106
544496,48714828,1000107
544497,48714828,1000108
544498,48714828,1000109
544499,48714828,1000110
544500,48714828,1000111
544501,48714828,1000112
544502,48714828,1000114
544503,48714828,1000116
544504,48714828,1000118
544505,48714828,2000133
544506,48714828,2000137
544507,48714828,2000138
544508,48714828,2000140
544509,48714828,2000141
544510,48714828,2000143
544511,48714828,2000145
545224,45377413,1000005
545225,45377413,1000009
545226,45377413,1000015
545227,45377413,1000017
545228,45377413,1000019
545229,45377413,1000020
545230,45377413,1000021
545231,45377413,1000022
545232,45377413,1000027
545233,45377413,1000029
545234,45377413,1000033
545235,45377413,1000038
545236,45377413,1000039
545237,45377413,1000046
545238,45377413,1000097
545239,45377413,1000102
545240,45377413,1000108
545241,45377413,1000117
545242,45377413,1000121
545243,45377413,1000122
545244,45377413,1000125
545245,45377413,1000126
545246,45377413,1000127
545247,45377413,1000128
545248,45377413,1000129
545249,45377413,1000131
545250,45377413,2000014
545251,45377413,2000141
545252,45377413,2000142
545253,45377413,2000146
545254,45377413,2000148
545255,45377413,2000160
545256,45377413,2000175
545257,45377413,2000176
545258,45377413,2000178
545259,45377413,2000179
545260,45377413,2000180
545261,45377413,2000181
545262,45377413,2000185
545263,45377413,2000186
545264,45377413,2000187
545265,45377413,2000188
545396,45377440,1000005
545397,45377440,1000009
545398,45377440,1000015
545399,45377440,1000017
545400,45377440,1000019
545401,45377440,1000020
545402,45377440,1000021
545403,45377440,1000022
545404,45377440,1000027
545405,45377440,1000029
545406,45377440,1000033
545407,45377440,1000038
545408,45377440,1000039
545409,45377440,1000046
545410,45377440,1000097
545411,45377440,1000102
545412,45377440,1000108
545413,45377440,1000117
545414,45377440,1000121
545415,45377440,1000122
545416,45377440,1000125
545417,45377440,1000126
545418,45377440,1000127
545419,45377440,1000128
545420,45377440,1000129
545421,45377440,1000131
545422,45377440,2000014
545423,45377440,2000141
545424,45377440,2000142
545425,45377440,2000146
545426,45377440,2000148
545427,45377440,2000160
545428,45377440,2000175
545429,45377440,2000176
545430,45377440,2000178
545431,45377440,2000179
545432,45377440,2000180
545433,45377440,2000181
545434,45377440,2000185
545435,45377440,2000186
545436,45377440,2000187
545437,45377440,2000188
545570,43133564,1000001
545683,48714869,1000016
545684,48714869,1000038
545685,48714869,1000078
545686,48714869,1000079
545687,48714869,1000102
545688,48714869,1000103
545689,48714869,1000109
545690,48714869,1000110
545691,48714869,1000111
545692,48714869,1000114
545693,48714869,1000117
546241,47917344,1000009
546242,47917344,1000015
546243,47917344,1000019
546244,47917344,1000045
546245,47917344,1000046
546246,47917344,1000097
546247,47917344,1000102
546248,47917344,1000103
546249,47917344,1000105
546250,47917344,1000108
546251,47917344,1000110
546252,47917344,1000112
546253,47917344,2000148
546460,44693627,1000010
546461,44693627,1000016
546462,44693627,1000018
546463,44693627,1000025
546464,44693627,1000026
546465,44693627,1000027
546466,44693627,1000032
546467,44693627,1000036
546468,44693627,1000074
546469,44693627,1000078
546470,44693627,1000079
546471,44693627,1000099
546472,44693627,1000100
546473,44693627,1000102
546474,44693627,1000103
546475,44693627,1000104
546476,44693627,1000105
546477,44693627,1000106
546478,44693627,1000107
546479,44693627,1000108
546480,44693627,1000109
546481,44693627,1000110
546482,44693627,1000111
546483,44693627,1000114
546484,44693627,1000115
546485,44693627,1000117
546486,44693627,1000118
546487,44693627,1000121
546488,44693627,1000122
546489,44693627,1000125
546490,44693627,1000127
546491,44693627,1000128
546492,44693627,1000129
546794,48714882,1000016
546795,48714882,1000025
546796,48714882,1000026
546797,48714882,1000027
546798,48714882,1000046
546799,48714882,1000102
546800,48714882,1000108
546801,48714882,1000114
547282,48039133,1000004
547283,48039133,1000009
547284,48039133,1000015
547285,48039133,1000019
547286,48039133,1000029
547287,48039133,1000038
547288,48039133,1000100
547289,48039133,1000102
547290,48039133,1000108
547291,48039133,1000110
547292,48039133,1000111
547293,48039133,1000117
547576,45159551,1000029
547577,45159551,1000100
547578,45159551,1000102
547579,45159551,1000114
548379,43231312,1000016
548380,43231312,1000018
548381,43231312,1000025
548382,43231312,1000026
548383,43231312,1000029
548384,43231312,1000078
548385,43231312,1000102
548386,43231312,1000103
548387,43231312,1000109
548388,43231312,1000110
548389,43231312,1000111
548510,42052176,1000100
548511,42052176,1000102
548512,42052176,1000103
548513,42052176,1000110
548514,42052176,1000112
548515,42052176,1000121
548516,42052176,1000122
548517,42052176,1000125
548518,42052176,1000126
548519,42052176,1000127
548520,42052176,1000128
548521,42052176,1000129
548522,42052176,1000131
548582,26321985,1000005
548583,26321985,1000009
548584,26321985,1000010
548585,26321985,1000017
548586,26321985,1000019
548587,26321985,1000020
548588,26321985,1000021
548589,26321985,1000027
548590,26321985,1000029
548591,26321985,1000033
548592,26321985,1000100
548593,26321985,1000103
548594,26321985,1000110
548595,26321985,1000112
548596,26321985,1000121
548597,26321985,1000122
548598,26321985,1000125
548599,26321985,1000127
548600,26321985,1000129
549034,48714448,1000009
549035,48714448,1000015
549036,48714448,1000016
549037,48714448,1000019
549038,48714448,1000027
549039,48714448,1000100
549040,48714448,1000102
549348,47551644,1000016
549349,47551644,1000102
549350,47551644,1000111
549813,48714516,1000001
549814,48714516,1000002
549815,48714516,1000016
549816,48714516,1000018
549817,48714516,1000025
549818,48714516,1000026
549819,48714516,1000027
549820,48714516,1000038
549821,48714516,1000046
549822,48714516,1000078
549823,48714516,1000079
549824,48714516,1000090
549825,48714516,1000102
549826,48714516,1000103
549827,48714516,1000104
549828,48714516,1000105
549829,48714516,1000106
549830,48714516,1000108
549831,48714516,1000109
549832,48714516,1000110
549833,48714516,1000111
549834,48714516,1000117
549835,48714516,1000118
550865,48668118,1000003
550866,48668118,1000016
550867,48668118,1000018
550868,48668118,1000025
550869,48668118,1000026
550870,48668118,1000102
550871,48668118,1000103
550872,48668118,1000110
550873,48668118,1000111
550874,48668118,1000112
550875,48668118,1000114
550876,48668118,1000116
550877,48668118,1000117
552150,45648691,1000016
552151,45648691,1000018
552152,45648691,1000029
552153,45648691,1000038
552154,45648691,1000074
552155,45648691,1000078
552156,45648691,1000092
552157,45648691,1000100
552158,45648691,1000102
552159,45648691,1000110
552160,45648691,1000112
552692,42934285,1000001
552693,42934285,1000002
552694,42934285,1000009
552695,42934285,1000015
552696,42934285,1000027
552697,42934285,1000038
552698,42934285,1000046
552699,42934285,1000102
552700,42934285,1000103
552701,42934285,1000110
552702,42934285,1000111
552703,42934285,1000117
552704,42934285,2000148
552705,47128608,1000016
552706,47128608,1000025
552707,47128608,1000026
552708,47128608,1000102
552709,47128608,1000103
552710,47128608,1000111
552711,47128608,1000114
552826,48704953,1000016
552827,48704953,1000102
552828,48704953,1000111
552829,48704953,1000112
553568,48714578,1000002
553569,48714578,1000016
553570,48714578,1000019
553571,48714578,1000025
553572,48714578,1000026
553573,48714578,1000027
553574,48714578,1000029
553575,48714578,1000102
553576,48714578,1000103
553577,48714578,1000111
553578,48714578,1000112
553579,48714578,1000118
553837,47910309,1000016
553838,47910309,1000100
553839,47910309,1000102
553840,47910309,1000111
554197,43379348,1000004
554198,43379348,1000016
554199,43379348,1000029
554200,43379348,1000038
554201,43379348,1000100
554202,43379348,1000102
554203,43379348,1000110
554204,43379348,1000114
554246,47095350,1000004
554247,47095350,1000016
554248,47095350,1000029
554249,47095350,1000038
554250,47095350,1000100
554251,47095350,1000102
554252,47095350,1000110
554253,47095350,1000114
554706,47092887,1000016
